,content,NER,label
4780,"Trong khi đó , Samsung D900 đem đến sự sang trọng , cao cấp vốn có với mặt lưng nhám và tầm nhìn ít cong hơn so vớ Sony Ericsson V600 .","[0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 6, 7, 8, 8, 0, 0, 3, 4, 4, 0]",8
2652,BLU Dash 4.0 đang là một trong những smartphone đắt nhất của Samsung .,"[1, 2, 2, 0, 0, 0, 0, 0, 0, 7, 8, 8, 8, 0]",4
2457,"Như bạn có thể thấy trong bài so sánh , iPhone 12 Pro và Galaxy Note 20 Ultra đồng hạng nhất , trong khi vivo Y83 Pro đứng vị trí cuối cùng về khoản chip xử lý snapdragon 8 gen 2 của qualcomm .","[0, 0, 0, 0, 0, 0, 5, 6, 6, 0, 1, 2, 2, 0, 3, 4, 4, 4, 7, 8, 8, 0, 0, 0, 1, 2, 2, 7, 8, 8, 8, 8, 0, 0, 5, 6, 6, 6, 6, 6, 6, 6, 6, 0]",4
4184,Chiếc điện thoại còn lại là LG KU385 lại thể hiện độ sáng tối đa có phần yếu thế hơn Galaxy Note20 Ultra và Micromax Canvas Mega 2 Q426 kể cả trong điều kiện đủ sáng hoặc ánh sáng yếu .,"[0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 5, 6, 6, 6, 7, 8, 8, 8, 8, 3, 4, 4, 0, 3, 4, 4, 4, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",7
3044,"Ngoài ra , còn một yếu tố nữa chính là việc chiếc Samsung X610 là góc nhìn nhỏ nhất , đồng nghĩa với việc diện tích tản nhiệt cũng thấp hơn ; ít nhiều ảnh hưởng đến hiệu năng thuần của con chip .","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 5, 6, 7, 8, 0, 0, 0, 0, 0, 5, 6, 6, 6, 0, 7, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",5
2576,ZTE Blade G2 đang là một trong những smartphone đắt nhất của Samsung .,"[1, 2, 2, 0, 0, 0, 0, 0, 0, 7, 8, 8, 8, 0]",4
1103,tính linh hoạt ở hai dòng HP iPAQ h6320 và i-mate SP3 có sự khác biệt .,"[5, 6, 6, 0, 0, 0, 1, 2, 2, 0, 3, 4, 7, 8, 8, 8, 0]",1
1571,"Mặc dù vậy , chụp selfie không còn như xưa nữa .","[0, 0, 0, 0, 5, 6, 7, 8, 8, 8, 0, 0]",1
2430,"Từ đó , có thể nhận định các điện thoại là con chip trên di động mạnh mẽ nhất thế giới hiện nay .","[0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 0, 0, 0, 0, 0, 0, 7, 8, 8, 8, 8, 8, 8, 0]",3
646,"Cảm nhận đầu tiên của mình khi cầm trên tay chiếc Galaxy Z Fold2 đó chính là các đường bo xung quanh máy đã được Samsung tinh chỉnh lại để mang lại một cảm giác máy có phần bền bỉ , chắc chắn hơn thế hệ Galaxy Fold đầu tiên .","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 2, 0, 0, 0, 0, 5, 6, 6, 6, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 8, 8, 8, 8, 8, 3, 4, 4, 4, 4, 4, 0]",6
990,Snapdragon 778G và Exynos 1280 được đánh giá là ngang tài ngang sức .,"[1, 2, 0, 3, 4, 0, 0, 0, 0, 7, 8, 8, 8, 0]",2
1122,Đặt Yezz Chico 2 YZ201 ở thời gian quay tối đa sẽ tạo ra nhiều sự khác biệt hơn thế .,"[0, 1, 2, 2, 2, 0, 5, 6, 6, 6, 6, 0, 0, 0, 7, 8, 8, 8, 8, 8, 0]",1
4775,Sony Ericsson W888 đúng như tên gọi của nó là phiên bản với kích thước cảm biến nhỏ gọn hơn của Motorola Moto X Style .,"[1, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 6, 6, 6, 7, 8, 8, 0, 3, 4, 4, 4, 0]",8
4648,Điều này có nghĩa là Panasonic A210 có được hoạt động nông hơn trong một số bức ảnh .,"[0, 0, 0, 0, 0, 1, 2, 0, 0, 5, 6, 7, 8, 8, 8, 8, 8, 8, 0]",8
2804,"Như bạn có thể thấy trong bài so sánh , iPhone 12 Pro và Galaxy Note 20 Ultra đồng hạng nhất , trong khi i-mate JAMA 201 đứng vị trí cuối cùng về khoản công suất sạc .","[0, 0, 0, 0, 0, 0, 5, 6, 6, 0, 1, 2, 2, 0, 3, 4, 4, 4, 7, 8, 8, 0, 0, 0, 1, 2, 2, 7, 8, 8, 8, 8, 0, 0, 5, 6, 6, 0]",4
579,Tất nhiên nói về pin thì chẳng có máy nào so sánh được với viên pin 7.000 mAh của M51 .,"[0, 0, 0, 0, 5, 0, 7, 8, 8, 8, 8, 8, 8, 0, 0, 0, 0, 0, 0, 1, 0]",3
1438,"Theo công bố của Samsung , Nokia 5132 XpressMusic sẽ có sự thay đổi ở độ trễ và GPU , tuy nhiên hãng không nêu cụ thể sự khác biệt .","[0, 0, 0, 0, 0, 0, 1, 2, 2, 0, 0, 0, 7, 8, 0, 5, 6, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
2270,khung và mặt lưng làm từ nhựa của Unnecto Drift là một trong số những chiếc điện thoại được đánh giá cao nhất về chất lượng .,"[5, 6, 6, 6, 6, 6, 6, 2, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 7, 8, 8, 8, 8, 8, 5, 6, 0]",3
3998,"Cả ba smartphone này đều sở hữu viên pin có dung lượng khá tốt là 5,000 mAh . Nhưng Samsung Galaxy M32 5G sẽ cung cấp thời lượng pin lâu hơn vì Gionee S6 Pro đi kèm màn hình hỗ trợ nhiều tính năng và tốc độ làm mới thấp hơn .","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 2, 0, 0, 0, 5, 6, 6, 7, 8, 0, 1, 2, 2, 0, 0, 0, 0, 0, 0, 5, 6, 6, 0, 5, 6, 6, 6, 7, 8, 0]",7
4266,"Đối với trong điều kiện ánh sáng tốt , Panasonic T11 có xu hướng cụm camera kép ở mặt sau tối hơn .","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 5, 6, 6, 6, 6, 6, 7, 8, 0]",8
2784,"Như bạn có thể thấy trong bài so sánh , iPhone 12 Pro và Galaxy Note 20 Ultra đồng hạng nhất , trong khi ZTE nubia Z5S đứng vị trí cuối cùng về khoản kích thước hiển thị màn hình .","[0, 0, 0, 0, 0, 0, 5, 6, 6, 0, 1, 2, 2, 0, 3, 4, 4, 4, 7, 8, 8, 0, 0, 0, 1, 2, 2, 7, 8, 8, 8, 8, 0, 0, 5, 6, 6, 6, 6, 6, 0]",4
3920,Chiếc điện thoại còn lại là QMobile M6 lại thể hiện tính linh hoạt có phần yếu thế hơn Galaxy Note20 Ultra và Plum Flipper 2 kể cả trong điều kiện đủ sáng hoặc ánh sáng yếu .,"[0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 5, 6, 6, 7, 8, 8, 8, 8, 3, 4, 4, 0, 3, 4, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",7
4032,khuôn mặt của alcatel OT-900 thấp hơn so với Wiko Selfy 4G .,"[5, 6, 0, 1, 2, 7, 8, 0, 0, 3, 4, 4, 0]",7
694,"Là mẫu flagship cao cấp nhất của hãng nên Galaxy Note 20 Ultra được ưu ái trang bị màn hình 6,9 inch , độ phân giải 2K + .","[0, 0, 0, 7, 8, 8, 8, 8, 0, 1, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",6
4454,Huawei Y6 Prime (2018) đúng như tên gọi của nó là phiên bản với màn hình super amoled kích cỡ 6.5 inch nhỏ gọn hơn của Samsung I929 Galaxy S II Duos .,"[1, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 6, 6, 6, 6, 6, 6, 6, 7, 8, 8, 0, 3, 4, 4, 4, 4, 4, 0]",8
407,Nhưng ngay cả khi camera 50MP cũng không thể so với Galaxy S23 Ultra .,"[0, 0, 0, 0, 1, 2, 0, 7, 8, 8, 8, 3, 4, 4, 0]",7
134,"Trên Samsung Galaxy S23 Plus và Galaxy S23 Ultra đều mang đến cho người dùng 4 tùy chọn màu sắc gồm xanh lục , tím , đen và kem .","[0, 1, 2, 2, 2, 0, 3, 4, 4, 7, 8, 8, 0, 0, 0, 5, 6, 6, 6, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2
4426,"Tuy nhiên , trọng lượng Samsung T119 lớn và nặng hơn so với LG GM200 Brio .","[0, 0, 0, 5, 6, 1, 2, 7, 8, 8, 8, 0, 0, 3, 4, 4, 0]",8
2070,""" Samsung Galaxy S21 Ultra và Nokia 2.4 hiện đang là hai sản phẩm đang hot nhất hiện nay nằm trong phân khúc smartphone cao cấp .","[0, 1, 2, 2, 2, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 7, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",3
836,"Tuy nhiên , trên lý thuyết thì màn hình Xiaomi Mi 11 Ultra có chất lượng hiển thị nhỉnh hơn một chút so với iPhone 13 Pro Max khi nó sử dụng tấm nền AMOLED hiển thị tới một tỷ màu , có tần số quét 120Hz , chứng nhận HDR10 + , Dolby Vision và độ sáng cực đại cao ( lên đến 1,700 nits ) , cũng như độ phân giải Quad-HD + .","[0, 0, 0, 0, 0, 0, 0, 5, 6, 1, 2, 2, 2, 0, 7, 8, 8, 8, 8, 8, 8, 8, 0, 0, 3, 4, 4, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",6
1379,"Celkon C369 cũng có điểm mạnh với công nghệ hình ảnh Dolby Vision , gam màu rộng và tông màu chân thực , đây là những mặt khác mà Eten M550 không có .","[3, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 6, 6, 0, 1, 2, 7, 8, 0]",1
1044,Sản phẩm cao cấp nhất của thế giới Android hiện nay,"[1, 2, 7, 8, 8, 8, 8, 8, 8, 8, 8]",3
3851,"Sony Xperia tipo nằm ở giữa với pin lớn hơn Realme 6 Pro , nhưng màn hình IPS 60 Hz và chi tiết ở những vùng tối kém hơn .","[1, 2, 2, 0, 0, 0, 0, 5, 7, 8, 3, 4, 4, 0, 0, 5, 6, 0, 0, 0, 0, 5, 6, 6, 6, 6, 6, 7, 8, 0]",7
943,"Tuy nhiên với thông số cao hơn đi kèm các thuật toán hỗ trợ chụp ảnh , camera của Find N2 Flip hấp dẫn hơn chiếc điện thoại gập còn lại .","[0, 0, 0, 7, 8, 8, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 1, 2, 2, 7, 8, 8, 3, 4, 4, 4, 4, 4, 0]",6
1675,"Về thông số ống kính , Samsung M110S Galaxy S cùng có tấm nền Super AMOLED Full HD + với kích thước chênh lệch rất ít ( A31 là 6.4 inch , A51 là 6.5 inch ) nên chất lượng hiển thị không khác nhau nhiều và đều rất tốt trong phân khúc .","[0, 5, 6, 6, 6, 0, 1, 2, 2, 2, 7, 8, 8, 8, 8, 8, 8, 8, 8, 0, 7, 8, 8, 8, 8, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 6, 6, 6, 7, 8, 8, 8, 0, 0, 0, 0, 0, 0, 0, 0]",2
1297,Đó là phân bố các tiện ích không đều giữa Samsung J630 .,"[0, 0, 0, 0, 5, 6, 6, 7, 8, 0, 1, 2, 0]",1
2379,"Nếu chỉ xét riêng camera góc rộng ( camera chính ) , Lenovo Tab P11 xứng đáng là một trong những chiếc điện thoại phần bản lề tuyệt vời nhất trên thị trường .","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 6, 6, 7, 8, 8, 8, 8, 8, 0]",3
4448,bút cảm ứng s pen Lenovo A916 độc đáo hơn,"[5, 6, 6, 6, 6, 1, 2, 7, 8, 8]",8
3072,"Honor 20i không còn là cụm camera mạnh mẽ nhất trong thế giới smartphone nữa , tuy nhiên vẫn vô cùng khoẻ để thực hiện tất cả các tác vụ mượt mà .","[1, 2, 7, 8, 8, 5, 6, 8, 8, 8, 8, 8, 8, 8, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",5
4714,Trong khi Samsung Galaxy Note N7000 ram 12gb sáng hơn .,"[0, 0, 1, 2, 2, 2, 5, 6, 7, 8, 0]",8
2256,Có thể đánh giá Celkon C570 là một trong những model mạnh nhất trên thị trường smartphone hiện nay khi sở hữu nhiều nâng cấp xịn sò .,"[0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 7, 8, 8, 8, 8, 8, 8, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0]",3
2290,"Trong ba smartphone này , Oppo Find 5 có mặt trước linh hoạt nhất .","[0, 0, 0, 0, 0, 1, 2, 2, 0, 5, 6, 7, 8, 8, 0]",3
2389,Title : LG KC780 được trang DisplayMate “ chấm ” là chiếc smartphone có cổng kết nối lightning dùng để sạc pin đẹp nhất hiện nay,"[0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 6, 6, 6, 6, 6, 6, 6, 7, 8, 8, 8]",3
1042,"Chỉ nhìn vào thông số megapixel cho camera của Galaxy S22 Ultra , có vẻ như không có nhiều thay đổi so với Galaxy S21 Ultra .","[0, 0, 0, 5, 6, 6, 0, 1, 2, 2, 2, 2, 0, 0, 0, 0, 7, 8, 8, 8, 8, 0, 0, 3, 4, 4, 0]",2
3687,"lợi ích được đánh giá ấm hơn , thu hút hơn so với những mà thuật toán Huawei Y360 thu được từ cảm biến chính 50MP .","[5, 6, 0, 0, 0, 7, 8, 0, 7, 8, 8, 0, 0, 0, 0, 0, 0, 3, 4, 0, 0, 0, 0, 0, 0, 0, 0]",6
28,"Do đó , không quá ngạc nhiên khi nhiều trang đánh giá uy tín của nước ngoài đều chọn đây là chiếc máy có màn hình đẹp nhất hiện nay .","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 5, 6, 7, 8, 8, 8, 0]",3
3931,"Mặc dù Plum Trip có chế độ ban đêm 6,6 inch khiêm tốn hơn , nó cao hơn 4mm so với alcatel Pop D3 .","[0, 0, 1, 2, 0, 5, 6, 6, 6, 0, 0, 7, 8, 8, 0, 1, 7, 8, 0, 0, 0, 3, 4, 4, 0]",7
2902,Gionee Gpad G4 đang là một trong những smartphone đắt nhất của Samsung .,"[1, 2, 2, 0, 0, 0, 0, 0, 0, 7, 8, 8, 8, 0]",4
4268,hình alcatel OT-978 độc đáo hơn,"[5, 1, 2, 7, 8, 8]",8
846,"Mặc dù Xiaomi Mi 11 Ultra có pin 5,000 mAh lớn hơn , nhưng iPhone 13 Pro Max có thể cung cấp thời lượng pin lâu hơn trong một lần sạc vì nó có tối ưu hóa phần mềm tốt hơn .","[0, 0, 3, 4, 4, 4, 0, 5, 0, 0, 7, 8, 0, 0, 1, 2, 2, 2, 0, 0, 0, 0, 5, 6, 6, 7, 8, 0, 0, 0, 0, 0, 1, 0, 5, 6, 6, 6, 6, 7, 8, 0]",6
1958,"“ Dựa vào các thử nghiệm của chúng tôi , alcatel OT Club db nhận được danh hiệu smartphone có các cảm biến phụ tốt nhất của DisplayMate với điểm A + cao nhất ” .","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 2, 0, 0, 0, 0, 0, 0, 5, 6, 6, 6, 7, 8, 8, 8, 0, 0, 0, 0, 0, 0, 0, 0]",3
881,iPhone 14 và iPhone 14 Plus là sự thừa hưởng thiết kế của iPhone 13 năm trước .,"[1, 2, 0, 1, 2, 2, 0, 0, 7, 8, 5, 6, 0, 3, 4, 4, 4, 0]",2
2818,Sharp Aquos SH8298U đang là một trong những smartphone đắt nhất của Samsung .,"[1, 2, 2, 0, 0, 0, 0, 0, 0, 7, 8, 8, 8, 0]",4
4475,"Ngược lại , thời lượng sử dụng pin của Realme 3 Pro “ truyền thống ” hơn , nên mức giá của S22 Ultra rẻ hơn là điều dễ hiểu .","[0, 0, 0, 5, 6, 6, 6, 6, 0, 1, 2, 2, 7, 8, 8, 8, 8, 0, 0, 5, 6, 0, 1, 2, 7, 8, 0, 0, 0, 0, 0]",8
779,"Đặc biệt khi zoom , OPPO cho lượng chi tiết tái tạo tốt hơn thấy rõ so với iPhone , đôi khi bị mờ và noise .","[0, 0, 0, 0, 0, 1, 0, 5, 6, 6, 6, 6, 7, 8, 8, 8, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0]",6
123,"Mới đây , chuyên trang đánh giá màn hình điện thoại DisplayMate đã vừa đưa ra kết luận rằng chiếc smartphone có màn hình đẹp nhất hiện nay không ai khác chính là iPhone 12 Pro Max .","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 6, 7, 8, 8, 8, 0, 0, 0, 0, 0, 1, 2, 2, 2, 0]",3
2951,"Samsung Galaxy A3 (2017) có khung viền nhỏ nhất , từ đó có thể dự đoán được chất lượng ảnh chụp camera tele của iPhone 14 Pro Max .","[1, 2, 2, 2, 0, 5, 6, 7, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",4
1236,Đây có lẽ là nơi cho thấy sự khác biệt rõ ràng nhất giữa Vodafone Smart first 6 và Samsung S5630C .,"[0, 0, 0, 0, 0, 0, 0, 7, 8, 8, 8, 8, 8, 0, 1, 2, 2, 2, 0, 3, 4, 0]",1
304,"So sánh Galaxy S23 Ultra và Xiaomi 13 Pro cho thấy , flagship của Xiaomi là một thiết bị chắc chắn , vượt trội ở hầu hết các lĩnh vực cơ bản tạo nên một chiếc điện thoại thông minh tuyệt vời : thời lượng pin ổn định , camera rất tốt ( đặc biệt là những bức ảnh macro ) và có sạc siêu nhanh .","[0, 0, 3, 4, 4, 0, 1, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 8, 0, 0, 0, 5, 6, 6, 6, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",6
3584,"Samsung Galaxy M31 không còn là thông số mạnh mẽ nhất trong thế giới smartphone nữa , tuy nhiên vẫn vô cùng khoẻ để thực hiện tất cả các tác vụ mượt mà .","[1, 2, 2, 7, 8, 8, 5, 6, 8, 8, 8, 8, 8, 8, 8, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",5
2936,"Panasonic T45 có khả năng hiển thị tuyệt vời nhỏ nhất , từ đó có thể dự đoán được chất lượng ảnh chụp camera tele của iPhone 14 Pro Max .","[1, 2, 0, 5, 6, 6, 6, 6, 6, 7, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",4
4452,Điều này có nghĩa là Acer Iconia Tab A700 có được thông số màn hình nông hơn trong một số bức ảnh .,"[0, 0, 0, 0, 0, 1, 2, 2, 2, 0, 0, 5, 6, 6, 6, 7, 8, 8, 8, 8, 8, 8, 0]",8
329,"Pixel 7 Pro cũng được trang bị tính năng chụp ảnh đêm tốt hơn , hình ảnh độ phân giải cao và chi tiết hơn so với iPhone 15 Plus .","[1, 2, 2, 0, 0, 0, 0, 0, 0, 5, 6, 6, 7, 8, 0, 1, 2, 5, 6, 6, 7, 0, 5, 6, 7, 0, 0, 3, 4, 4, 0]",6
4806,Dù độ phân giải không chênh lệch mấy những vì hệ thông camera LG GT950 Arena to hơn nên mất độ điểm ảnh chỉ khoảng 400 ppi .,"[0, 5, 6, 6, 7, 8, 8, 8, 0, 0, 5, 6, 6, 1, 2, 2, 7, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",8
2824,"Motorola One Fusion + chiếm vị trí thứ hai với chipset 5,000 mAh , trong khi verykool i672 có chipset nhỏ nhất và thời lượng chipset ngắn nhất .","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 1, 2, 0, 5, 7, 8, 0, 5, 6, 6, 7, 8, 0]",4
1021,Màn hình của cả hai điện thoại đều rất sắc nét và sẽ mang lại cho bạn trải nghiệm ấn tượng .,"[5, 6, 0, 3, 4, 4, 4, 7, 8, 8, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2
808,"Không nghi ngờ gì nữa , khả năng zoom của P30 Pro vượt trội hơn hẳn so với Galaxy S10 Plus .","[0, 0, 0, 0, 0, 0, 5, 6, 6, 0, 1, 2, 7, 8, 8, 8, 0, 0, 3, 4, 4, 0]",6
2295,Micromax Canvas 1 2018 được ra mắt vào năm 2022 và là sản phẩm nổi bật nhất trong dòng Galaxy A và là sản phẩm tầm trung đáng mua .,"[1, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 8, 8, 8, 8, 8, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0]",3
2490,"LG V50S ThinQ 5G có đô phân giải nhỏ nhất , từ đó có thể dự đoán được chất lượng ảnh chụp camera tele của iPhone 14 Pro Max .","[1, 2, 2, 2, 0, 5, 6, 6, 7, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",4
107,"Về thời lượng pin và thời gian sử dụng , điện thoại Galaxy S22 Ultra 5G có lợi thế hơn vì viên pin lơn , 500mAh .","[0, 5, 6, 6, 0, 5, 6, 6, 6, 0, 0, 0, 1, 2, 2, 2, 0, 7, 8, 8, 0, 0, 0, 0, 0, 0, 0]",6
3273,"Panasonic Eluga I2 Activ không còn là sinh trắc học mạnh mẽ nhất trong thế giới smartphone nữa , tuy nhiên vẫn vô cùng khoẻ để thực hiện tất cả các tác vụ mượt mà .","[1, 2, 2, 2, 7, 8, 8, 5, 6, 6, 8, 8, 8, 8, 8, 8, 8, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",5
1685,QMobile Noir LT680 chắc chắn hoàn toàn ngang bằng với Huawei Nexus 6P .,"[1, 2, 2, 0, 0, 7, 8, 8, 8, 0, 3, 4, 4, 0]",2
120,"Từ cái nhìn tổng quan , rõ ràng Galaxy S22 Ultra 5G vượt trội hơn Z Fold 3 về mọi mặt : Hiệu năng , camera , dung lượng pin , công nghệ .","[0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 2, 7, 8, 8, 3, 4, 4, 0, 0, 0, 0, 5, 6, 0, 5, 0, 5, 6, 6, 0, 5, 6, 0]",6
703,"Có thể thấy Galaxy Note 20 Ultra mang nhiều cải tiến vượt trội từ thiết kế , màn hình , camera lẫn hiệu năng .","[0, 0, 0, 1, 2, 2, 2, 0, 0, 7, 8, 8, 8, 0, 5, 6, 0, 5, 6, 0, 5, 0, 5, 6, 0]",6
364,Mức pin gần bằng nhau,"[5, 6, 7, 8, 8]",2
2303,alcatel OT-995 được đánh giá là smartphone có ram đẹp nhất thời điểm hiện tại,"[1, 2, 0, 0, 0, 0, 0, 0, 5, 7, 8, 8, 8, 8, 8]",3
1550,Nếu như trên Nokia 6350 và alcatel OT-902 có sự khác biệt rõ ràng về chất liệu nhôm chống trầy xước .,"[0, 0, 0, 1, 2, 0, 3, 4, 0, 0, 7, 8, 8, 8, 0, 5, 6, 6, 6, 6, 6, 0]",1
4537,Dù độ phân giải không chênh lệch mấy những vì kết nối internet ZTE Blade V9 Vita to hơn nên mất độ điểm ảnh chỉ khoảng 400 ppi .,"[0, 5, 6, 6, 7, 8, 8, 8, 0, 0, 5, 6, 6, 1, 2, 2, 2, 7, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",8
4555,Dù độ phân giải không chênh lệch mấy những vì cảm biến máy ảnh chính Realme C17 to hơn nên mất độ điểm ảnh chỉ khoảng 400 ppi .,"[0, 5, 6, 6, 7, 8, 8, 8, 0, 0, 5, 6, 6, 6, 6, 1, 2, 7, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",8
2959,"Như bạn có thể thấy trong bài so sánh , iPhone 12 Pro và Galaxy Note 20 Ultra đồng hạng nhất , trong khi Asus Fonepad đứng vị trí cuối cùng về khoản hỗ trợ quay video 8k / 30fps .","[0, 0, 0, 0, 0, 0, 5, 6, 6, 0, 1, 2, 2, 0, 3, 4, 4, 4, 7, 8, 8, 0, 0, 0, 1, 2, 7, 8, 8, 8, 8, 0, 0, 5, 6, 6, 6, 6, 6, 6, 0]",4
3552,Micromax Bolt A82 cũng có bút cảm ứng s pen lớn nhất trong Galaxy S20 Series vừa ra mắt .,"[1, 2, 2, 0, 0, 5, 6, 6, 6, 6, 7, 8, 8, 8, 8, 8, 8, 8, 8, 0]",5
3759,"tiêu thụ pin trên Infinix Hot 10 Lite kém hơn so với Snapdragon 720G và Samsung A687 Strive , vì vậy nó có hiệu năng kém hơn so với 2 đối thủ còn lại .","[5, 6, 6, 0, 1, 2, 2, 2, 7, 8, 0, 0, 3, 4, 0, 3, 4, 4, 0, 0, 0, 1, 0, 5, 6, 7, 8, 0, 0, 3, 4, 4, 4, 4, 0]",7
2217,DisplayMate cho biết HTC One SV CDMA là smartphone có công nghệ màn hình ltpo tốt nhất mà họ từng thử nghiệm với chất lượng gần như hoàn hảo .,"[0, 0, 0, 1, 2, 2, 2, 0, 0, 0, 5, 6, 6, 6, 6, 7, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",3
2703,Motorola Edge đang là một trong những smartphone đắt nhất của Samsung .,"[1, 2, 0, 0, 0, 0, 0, 0, 7, 8, 8, 8, 0]",4
3856,"Tuy nhiên , Nokia 6216 classic thua kém Huawei Ascend D1 một chút .","[0, 0, 0, 1, 2, 2, 7, 8, 3, 4, 4, 0, 0, 0]",7
2165,Energizer Energy 400 LTE vẫn là các thông số kỹ thuật sạc tốt nhất của Samsung .,"[1, 2, 2, 2, 0, 0, 5, 6, 6, 6, 6, 6, 7, 8, 8, 8, 0]",3
1650,des : Samsung Mesmerize i500 đều được trang bị chức năng cảm biến chính 64mp,"[0, 0, 1, 2, 2, 7, 8, 8, 8, 0, 0, 5, 6, 6, 6]",2
3749,cân bằng trắng kém hơn Galaxy và tốc độ sạc cao nhất thiếu chi tiết và không sáng bằng .,"[5, 6, 6, 7, 8, 3, 0, 5, 6, 6, 6, 6, 7, 8, 8, 0, 7, 8, 8, 0]",7
4531,Lava Iris 360 Music sở hữu chủ thể trong các bức ảnh chụp chân nhỏ gọn hơn,"[1, 2, 2, 2, 0, 0, 5, 6, 6, 6, 6, 6, 6, 6, 7, 8, 8]",8
