,content,comparative,subject,object,aspect,predicate,label,NER
280,"Bên cạnh đó , còn được trang bị thêm chip đồ họa Adreno 642L giúp khả năng hiển thị đồ họa tốc độ nhanh hơn .",0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
281,Samsung Galaxy A53 5G lại sở hữu vi xử lý Exynos 1280 mới với nhiều hiệu năng ấn tượng .,0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
282,Ngoài ra chiếc điện thoại này cũng được trang bị thêm chip đồ họa Mali-G68 được trang bị trên Galaxy A53 hỗ trợ quá trình chạy đồ họa mượt hơn,0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
283,alt : Galaxy A73 5G được nâng cấp con chip Snapdragon 778G,0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
284,des : Galaxy A73 5G được nâng cấp con chip Snapdragon 778G,0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
285,Galaxy A73 5G được nâng cấp con chip Snapdragon 778G .,0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
286,"Pin , sạc",0,[],[],[],[],[],"[0, 0, 0]"
287,Cả 2 đều sử dụng pin lõi Li-po dung lượng 5000mAh chỉ mất đến 70 phút là sạc đầy pin với công nghệ sạc nhanh Super Fast Charging 25W .,1,['Cả 2'],['Cả 2'],['pin lõi Li-po dung lượng 5000mAh'],['đều sử dụng'],[2],"[[1, 2, 7, 8, 8, 5, 6, 6, 6, 6, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]"
288,Giờ đây bạn có thể tha hồ quay video hay chơi game mà không lo phải dành nhiều thời gian chờ pin được sạc đầy .,0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
289,alt : ả 2 đều sử dụng pin lõi Li-po dung lượng 5000mAh,0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
290,des : ả 2 đều sử dụng pin lõi Li-po dung lượng 5000mAh,0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
291,ả 2 đều sử dụng pin lõi Li-po dung lượng 5000mAh .,0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
292,Kết nối,0,[],[],[],[],[],"[0, 0]"
293,"Samsung Galaxy A53 và Samsung Galaxy A73 đều có khả năng kết nối mạng di động hỗ trợ 5G , 2 Nano SIM , Wi-Fi ( Wi-Fi Direct , Wi-Fi hotspo , Dual-band 2.4 GHz / 5 GHz ) , Wi-Fi 802.11 a / b / g / n / ac / ax ) , GPS , Bluetooth ( A2D , PLE , v5.0 ) , cổng Type - C , jack tai nghe Type - C .",1,['Samsung Galaxy A53'],['Samsung Galaxy A73'],['khả năng kết nối mạng di động hỗ trợ 5G'],['đều có'],[2],"[[1, 2, 2, 0, 3, 4, 4, 7, 8, 5, 6, 6, 6, 6, 6, 6, 6, 6, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]"
294,"alt : đều có khả năng kết nối mạng di động hỗ trợ 5G , 2 Nano SIM , Wi-Fi",0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
295,"des : đều có khả năng kết nối mạng di động hỗ trợ 5G , 2 Nano SIM , Wi-Fi",0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
296,"đều có khả năng kết nối mạng di động hỗ trợ 5G , 2 Nano SIM , Wi-Fi .",0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
297,Tiện ích,0,[],[],[],[],[],"[0, 0]"
298,Cả 2 phiên bản Samsung này đều có các tiện ích tương tự nhau .,1,['Cả 2 phiên bản Samsung này'],['Cả 2 phiên bản Samsung này'],['các tiện ích'],['tương tự nhau'],[2],"[[1, 2, 2, 2, 2, 2, 0, 0, 5, 6, 6, 7, 8, 8, 0]]"
299,"Các chức năng cơ bản đều được hỗ trợ tối đa như xem phim , nghe nhạc , ghi âm .",0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
300,Bên cạnh đó còn được trang bị tính năng mở khóa vân tay dưới màn hình nâng cao tính bảo mật và rất tiện lợi .,0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
301,"Một số tính năng đặc biệt cũng có ở Galaxy A73 và Galaxxy A53 như chế độ trẻ em ( Samsung Kids ) , tối ưu game ( Game Booster ) , trợ lý ảo ( Samsung Bixby ) , mở rộng bộ nhớ RAM , . . .",0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
302,alt : Cả 2 phiên bản Samsung này ddefu có các tiện ích tương tự nhau,0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
303,des : Cả 2 phiên bản Samsung này ddefu có các tiện ích tương tự nhau,0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
304,Cả 2 phiên bản Samsung này ddefu có các tiện ích tương tự nhau .,0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
305,4 .,0,[],[],[],[],[],"[0, 0]"
306,Bảng so sánh,0,[],[],[],[],[],"[0, 0, 0]"
307,5 .,0,[],[],[],[],[],"[0, 0]"
308,Nên mua Samsung Galaxy A53 hay A73 ?,0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0]"
309,Nên mua Samsung Galaxy A53 hay A73 còn phụ thuộc vào nhu cầu và sở thích của người dùng vì mỗi chiếc điện thoại sẽ có những ưu điểm riêng .,0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
310,"Samsung Galaxy A53 có thiết kế đẹp , cấu hình mạnh , chip xử lý Snapdragon 778G với hệ thống camrera được nâng cấp với ống kính chính lên tới 108MP .",0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
311,Những đặc điểm của chiếc điện thoại này rất phù hợp với những ai thích chụp ảnh mà chơi game .,0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
312,Còn với Samsung Galaxy A53 mặc dù có các hiệu năng và khả năng hiển thị thấp hơn nhưng vẫn đáp ứng đủ nhu cầu cho các bạn giống như Samsung Galaxy A73 .,1,"['Samsung Galaxy A53', 'Samsung Galaxy A53', 'Samsung Galaxy A53']","['Samsung Galaxy A73', 'Samsung Galaxy A73', 'Samsung Galaxy A73']","['hiệu năng', 'khả năng hiển thị', 'đáp ứng đủ nhu cầu']","['thấp hơn', 'thấp hơn', 'giống như']","[7, 7, 2]","[[0, 0, 1, 2, 2, 0, 0, 0, 0, 5, 6, 0, 5, 6, 6, 6, 7, 8, 0, 0, 5, 6, 6, 6, 6, 0, 0, 0, 7, 8, 3, 4, 4, 0], [0, 0, 1, 2, 2, 0, 0, 0, 0, 5, 6, 0, 5, 6, 6, 6, 7, 8, 0, 0, 5, 6, 6, 6, 6, 0, 0, 0, 7, 8, 3, 4, 4, 0], [0, 0, 1, 2, 2, 0, 0, 0, 0, 5, 6, 0, 5, 6, 6, 6, 7, 8, 0, 0, 5, 6, 6, 6, 6, 0, 0, 0, 7, 8, 3, 4, 4, 0]]"
313,Điểm cộng của A53 là kích thước nhỏ gọn hơn .,1,['A53'],[''],['kích thước'],['nhỏ gọn hơn'],[6],"[[0, 0, 0, 1, 0, 5, 6, 7, 8, 8, 0]]"
314,alt : Nên mua Samsung Galaxxy A53 hay A73 còn phụ thuộc vào nhu cầu và sở thích,0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
315,des : Nên mua Samsung Galaxxy A53 hay A73 còn phụ thuộc vào nhu cầu và sở thích,0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
316,Nên mua Samsung Galaxxy A53 hay A73 còn phụ thuộc vào nhu cầu và sở thích .,0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
317,6 .,0,[],[],[],[],[],"[0, 0]"
318,Ưu đãi khi mua điện thoại Samsung tại TGDĐ,0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
319,alt : Thế giới di động,0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0]"
320,des : Thế giới di động,0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0]"
321,Thế giới di động .,0,[],[],[],[],[],"[0, 0, 0, 0, 0]"
322,"Như vậy , thông qua bài viết trên TGDĐ đã giúp bạn so sánhđiện thoại Samsung Galaxy A53 và A73 , máy nào tốt hơn ?",0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
323,Bạn thấy thông tin trên có bổ ích hay không ?,0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
324,Đừng quên chia sẻ cho chúng tôi biết với nhé !,0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
325,Title : iPhone SE ( 2016 ) chính là món “ hàng hiếm ” đáng sở hữu nhất trong năm nay,0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
326,"Nếu như bạn đang muốn tìm kiểm một mẫu iPhone cũ để dùng làm máy phụ thì iPhone SE 2016 chính là mẫu máy đáng sở hữu nhất , bởi nó hội tụ đầy đủ các yếu tố trong một mức giá ở thời điểm hiện tại có lẽ là cực kì hợp lý .",1,['iPhone SE 2016'],[''],[''],['đáng sở hữu nhất'],[3],"[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 0, 0, 0, 0, 7, 8, 8, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]"
327,iPhone SE 2016 chính là món “ hàng hiếm ” đáng sở hữu nhất trong năm 2020,1,['iPhone SE 2016'],[''],[''],['đáng sở hữu nhất trong năm 2020'],[3],"[[1, 2, 2, 0, 0, 0, 0, 0, 0, 0, 7, 8, 8, 8, 8, 8, 8]]"
328,Có nhiều câu hỏi được đặt ra đó là : Có nên mua iPhone SE vào năm 2020 ?,0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
329,"Hay nên chuyển qua các mẫu iPhone thời thượng hiện tại , ít nhất cũng phải là iPhone SE phiên bản 2020 ?",0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
330,"Trong bài nhận định nhanh hôm nay , chúng ta hãy cũng đi tìm hiểu tất cả những ưu điểm của iPhone SE 2016 , để xem ở thời điểm hiện tại nó còn có đáng để sở hữu không nhé !",0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
331,Mức giá cực hợp lý,0,[],[],[],[],[],"[0, 0, 0, 0, 0]"
332,Hiện tại iPhone SE 2016 đã có một mức giá đã rất hợp lý .,0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
333,"Nếu như chịu khó tìm kiếm ở một số hệ thống bán điện thoại nhỏ lẻ , bạn sẽ có thể mua được máy với mức giá có thể là chỉ dưới 2 triệu đồng .",0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
334,"Với số tiền này , iPhone SE 2016 chính là một sự lựa chọn vô cùng tối ưu , hòa hợp về cả giá cả lẫn hiệu năng , chất lượng .",0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
335,"Và nếu như bạn đang từ Android chuyển qua iOS , thì iPhone SE 2016 chính là chiếc iPhone đáng để lựa chọn nhất .",1,['iPhone SE 2016'],[''],[''],['đáng để lựa chọn nhất'],[3],"[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 0, 0, 0, 0, 7, 8, 8, 8, 8, 0]]"
336,alt :,0,[],[],[],[],[],"[0, 0]"
337,des :,0,[],[],[],[],[],"[0, 0]"
338,Nâng cấp được lên iOS 14,0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0]"
339,Nhiều người dùng iPhone SE đời đầu đã có phản hồi rằng thiết bị của họ hoạt động rất tốt và ổn định khi nâng cấp lên iOS 14 .,0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
340,Hiệu năng bị giảm đi rất ít và bạn có thể sử dụng được hầu hết các tính năng mới nhất trên phiên bản iOS mới nhất của Apple .,0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
341,alt :,0,[],[],[],[],[],"[0, 0]"
342,des :,0,[],[],[],[],[],"[0, 0]"
343,Hiệu năng vẫn thực sự ổn định,0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0]"
344,"Có thể iPhone SE 2016 đã không còn có thể “ gánh ” được những tựa game nặng của năm 2020 , tuy nhiên với các tác vụ bình thường hàng ngày như lên Facebook , chat chit , liên lạc , nhắn tin , lướt web , chụp ảnh và quay video , iPhone SE 2016 vẫn sẽ “ cân ” cực tốt .",0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
345,Vi xử lý Apple A9 dù đã là một vi xử lý cũ nhưng vẫn mang tới một hiệu năng ổn trong năm 2020 .,0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
346,alt :,0,[],[],[],[],[],"[0, 0]"
347,des :,0,[],[],[],[],[],"[0, 0]"
348,"Thiết kế vẫn cực kì hiện đại , tinh tế và nhỏ gọn",0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
349,"Nếu như bạn không thích những chiếc điện thoại có màn hình to “ khủng bố ” từ 6 inch trở lên , muốn mua một mẫu điện thoại giá rẻ , hiệu năng cao nhưng phải nhỏ gọn thì chắc chắn bạn sẽ không thể khước từ được iPhone SE 2016 .",0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
350,Kích thước 4 inch cổ điển sẽ làm bạn hài lòng nhất có thể .,0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
351,alt :,0,[],[],[],[],[],"[0, 0]"
352,des :,0,[],[],[],[],[],"[0, 0]"
353,Nhược điểm,0,[],[],[],[],[],"[0, 0]"
354,"Vậy ưu điểm thì cũng quá trời rồi , vậy nhược điểm của iPhone SE 2016 là gì ?",0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
355,Đó chính là viên pin .,0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0]"
356,"Vì đã ra mắt từ cách đây 4 năm , thế nên pin của iPhone SE 2016 của hiện tại sẽ bị hụt rất nhanh .",0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
357,Chọn iPhone SE 2016 tức là bạn sẽ xác đĩnh trước là phải sống chung với những củ sạc hoặc pin dự phòng .,0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
358,"Và có lẽ , iOS 14 sẽ chính là phiên bản nâng cấp hệ điều hành cuối cùng dành cho iPhone SE 2016 , vì nó cũng đã hoàn thành rất tốt sứ mệnh của mình rồi .",0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
359,title : Google Pixel 6 Pro vs iPhone 13 Pro : camera của smartphone nào đỉnh hơn ?,0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
360,So sánh camera giữa iPhone 13 Pro và Google Pixel 6 Pro : Máy nào tốt hơn .,0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
361,iPhone 13 Pro và Google Pixel 6 Pro đều là những chiếc smartphone trang bị camera tốt nhất hiện nay .,1,['iPhone 13 Pro'],['Google Pixel 6 Pro'],['camera'],['đều là những chiếc smartphone trang bị camera tốt nhất hiện nay'],[2],"[[1, 2, 2, 0, 3, 4, 4, 4, 7, 8, 8, 8, 8, 8, 8, 5, 8, 8, 8, 8, 0]]"
362,Vì có thông số máy ảnh ngang bằng với 13 Pro Max nên màn so sánh camera giữa iPhone 13 Pro và Pixel 6 Pro có thể được xem như màn đọ sức giữ Pixel 6 Pro và phiên bản điện thoại cao cấp nhất của Apple .,0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
363,Vậy liệu khả năng chụp hình của Google Pixel 6 có thua kém camera của iPhone 13 hay không ?,0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
364,Cùng tìm hiểu thông qua bài test của The Verge nhé .,0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
365,Thông số camera,0,[],[],[],[],[],"[0, 0, 0]"
366,"Google Pixel 6 Pro sở hữu 3 camera sau với ống kính chính 50 MP , khẩu độ f / 1.9 , ống kính tele 48MP khẩu độ f / 3.5 và ống kính siêu rộng 12 MP khẩu độ f / 2.2 . Ngoài ra chiếc máy sở hữu camera selfie độ phân giải là 11.1 MP khẩu độ f / 2.2 .",0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
367,"Như đã nói , iPhone 13 Pro được trang bị cụm camera ngang ngửa với phiên bản Pro Max gồm 3 ống kính chính , tele và siêu rộng đều có độ phân giải 12 Mp . Ngay cả camera trước cũng sẽ cùng thông số là 12 MP .",1,['iPhone 13 Pro'],['phiên bản Pro Max'],['cụm camera'],['ngang ngửa'],[2],"[[0, 0, 0, 0, 1, 2, 2, 0, 0, 0, 5, 6, 7, 8, 0, 3, 4, 4, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]"
368,"Và để có thể so sánh một cách công bằng nhất , The Verge đã chụp hơn 1000 bức ảnh bằng cả hai mẫu điện thoại và cùng xem liệu có sự chênh lệch về khả năng hay không nhé .",0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
369,alt : Google Pixel 6 chụp ban ngày đẹp hơn iPhone 13 Pro,0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
370,des :,0,[],[],[],[],[],"[0, 0]"
371,"Trong điều kiện ánh sáng tốt , màu sắc được chụp lại tương đối tốt ở cả hai máy , tuy nhiên nếu nhìn kĩ hơn một chút thì Google Pixel 6 Pro giữ màu tốt ở những gam màu nóng trong khi iPhone 13 Pro lại giữ màu tốt hơn ở gam màu lạnh .",1,"['cả hai máy', 'iPhone 13 Pro', 'cả hai máy', 'iPhone 13 Pro', 'iPhone 13 Pro']","['cả hai máy', 'Google Pixel 6 Pro', 'cả hai máy', 'Google Pixel 6 Pro', 'Google Pixel 6 Pro']","['màu sắc được chụp lại', 'gam màu lạnh', 'màu sắc được chụp lại', 'gam màu lạnh', 'gam màu nóng']","['tương đối tốt ở cả hai máy', 'giữ màu tốt hơn', 'tương đối tốt ở cả hai máy', 'giữ màu tốt hơn', 'giữ màu tốt']","[2, 6, 2, 6, 8]","[[0, 0, 0, 0, 0, 0, 0, 5, 6, 6, 6, 6, 7, 8, 8, 8, 1, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 4, 4, 4, 7, 8, 8, 0, 0, 5, 6, 6, 0, 0, 1, 2, 2, 0, 7, 8, 8, 8, 0, 5, 6, 6, 0], [0, 0, 0, 0, 0, 0, 0, 5, 6, 6, 6, 6, 7, 8, 8, 8, 1, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 4, 4, 4, 7, 8, 8, 0, 0, 5, 6, 6, 0, 0, 1, 2, 2, 0, 7, 8, 8, 8, 0, 5, 6, 6, 0], [0, 0, 0, 0, 0, 0, 0, 5, 6, 6, 6, 6, 7, 8, 8, 8, 1, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 4, 4, 4, 7, 8, 8, 0, 0, 5, 6, 6, 0, 0, 1, 2, 2, 0, 7, 8, 8, 8, 0, 5, 6, 6, 0], [0, 0, 0, 0, 0, 0, 0, 5, 6, 6, 6, 6, 7, 8, 8, 8, 1, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 4, 4, 4, 7, 8, 8, 0, 0, 5, 6, 6, 0, 0, 1, 2, 2, 0, 7, 8, 8, 8, 0, 5, 6, 6, 0], [0, 0, 0, 0, 0, 0, 0, 5, 6, 6, 6, 6, 7, 8, 8, 8, 1, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 4, 4, 4, 7, 8, 8, 0, 0, 5, 6, 6, 0, 0, 1, 2, 2, 0, 7, 8, 8, 8, 0, 5, 6, 6, 0]]"
372,alt : Google Pixel 6 chụp ban ngày đẹp hơn iPhone 13 Pro về màu sắc,0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
373,des :,0,[],[],[],[],[],"[0, 0]"
374,Điểm khác biệt về màu sắc thông qua hai bức hình vốn đã là điểm đặc trưng của hai dòng máy Android và iOS khi mà smartphone của Apple đề cao tính trung thực của màu sắc còn đối thủ thì lại ưu thích việc chỉnh màu để nịnh mắt người dùng,0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
375,alt : Google Pixel 6 chụp ngược sáng đẹp hơn iPhone 13 Pro,0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
376,des :,0,[],[],[],[],[],"[0, 0]"
377,alt : Google Pixel 6 chụp ngược sáng đẹp hơn iPhone 13 Pro,0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
378,des :,0,[],[],[],[],[],"[0, 0]"
